No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200,AVERAGE VALUE,Sampling Location,Zone,ELMENT,BUILDING,Station,Direction,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Company ,Executed Quantity,Required Quantity
369,Sunday,28-12-25,45051,44, Al Qimam ,PLATE LOAD,01-11-25,,,,Fill,C01,RD-01,,12+050 : 12+100,R+L,26.2,2,,,APPROVED AS NOTED,DONE,5,GLOBAL LAB(1) + TOP SURFACE(1),57,,,
370,Sunday,28-12-25,45050,44, Al Qimam ,PLATE LOAD,11-11-25,,,,Fill,C01,RD-01,,12+050 : 12+100,R+L,28.7,1,,,APPROVED AS NOTED,DONE,3,GLOBAL LAB,47,,,
371,Sunday,28-12-25,45049,44, Al Qimam ,PLATE LOAD,22-11-25,,,,Fill,C01,RD-01,,12+050 : 12+100,R+L,31.2,1,,,APPROVED AS NOTED,DONE,3,GLOBAL LAB,36,,,
372,Sunday,28-12-25,45048,44, Al Qimam ,PLATE LOAD,28-11-25,,,,Fill,C01,RD-01,,12+050 : 12+100,R+L,31.95,1,,,APPROVED AS NOTED,DONE,3,GLOBAL LAB,30,,,
373,Sunday,28-12-25,45053,44, Al Qimam ,SAND CONE,01-09-25,,,,Fill,C01,RD-01,,12+100 : 12+200,R+L,LAYER-1,33,,,APPROVED AS NOTED,DONE,5,HELIOPOLIS,118,,,
374,Sunday,28-12-25,45054,44, Al Qimam ,SAND CONE,05-09-25,,,,Fill,C01,RD-01,,12+100 : 12+200,R+L,LAYER-2,14,,,APPROVED AS NOTED,DONE,17,CEL,114,,,
375,Sunday,28-12-25,45055,44, Al Qimam ,SAND CONE,07-09-25,,,,Fill,C01,RD-01,,12+100 : 12+200,R+L,LAYER-3,33,,,APPROVED AS NOTED,DONE,5,HELIOPOLIS,112,,,
376,Sunday,28-12-25,45060,44, Al Qimam ,DPL,10-09-25,,,46.63,Fill,C01,RD-01,,12+100 : 12+200,R+L,LAYER-8,14,,,APPROVED AS NOTED,DONE,17,CEL,109,,,
377,Sunday,28-12-25,45060,44, Al Qimam ,SAND CONE,28-09-25,,,,Fill,C01,RD-01,,12+100 : 12+200,R+L,LAYER-12,35,,,APPROVED AS NOTED,DONE,5,HELIOPOLIS,91,,,
378,Sunday,28-12-25,45065,44, Al Qimam ,SAND CONE,30-09-25,,,,Fill,C01,RD-01,,12+100 : 12+200,R+L,LAYER-13,35,,,APPROVED AS NOTED,DONE,5,HELIOPOLIS,89,,,
379,Sunday,28-12-25,45068,44, Al Qimam ,DPL,08-10-25,,,40.46,Fill,C01,RD-01,,12+100 : 12+200,R+L,LAYER-16,15,,,APPROVED AS NOTED,DONE,18,CEL,81,,,
380,Sunday,28-12-25,45070,44, Al Qimam ,DPL,15-10-25,,,42.039,Fill,C01,RD-01,,12+100 : 12+200,R+L,LAYER-18,14,,,APPROVED AS NOTED,DONE,17,CEL,74,,,
381,Sunday,28-12-25,45072,44, Al Qimam ,SAND CONE,25-10-25,,,,Fill,C01,RD-01,,12+100 : 12+200,R+L,LAYER-20,36,,,APPROVED AS NOTED,DONE,5,HELIOPOLIS,64,,,
382,Sunday,28-12-25,45073,44, Al Qimam ,DPL,28-10-25,,,44.56,Fill,C01,RD-01,,12+100 : 12+200,R+L,LAYER-21,14,,,APPROVED AS NOTED,DONE,17,CEL,61,,,
383,Sunday,28-12-25,45074,44, Al Qimam ,DPL,03-11-25,,,45.32,Fill,C01,RD-01,,12+100 : 12+200,R+L,LAYER-22,15,,,APPROVED AS NOTED,DONE,18,CEL,55,,,
384,Sunday,28-12-25,45075,44, Al Qimam ,DPL,05-11-25,,,44.47,Fill,C01,RD-01,,12+100 : 12+200,R+L,LAYER-23,13,,,APPROVED AS NOTED,DONE,16,CEL,53,,,
385,Sunday,28-12-25,45076,44, Al Qimam ,DPL,09-11-25,,,44.509,Fill,C01,RD-01,,12+100 : 12+200,R+L,LAYER-24,13,,,APPROVED AS NOTED,DONE,16,CEL,49,,,
386,Sunday,28-12-25,45047,44, Al Qimam ,PLATE LOAD,14-09-25,,,,Fill,C01,RD-01,,12+100 : 12+200,R+L,23.2,3,,,APPROVED AS NOTED,DONE,7,HELIOPOLIS(2) + TOP SURFACE(1),105,,,
387,Sunday,28-12-25,45046,44, Al Qimam ,PLATE LOAD,25-09-25,,,,Fill,C01,RD-01,,12+100 : 12+200,R+L,25.7,4,,,APPROVED AS NOTED,DONE,9,GLOBAL LAB,94,,,
388,Sunday,28-12-25,45045,44, Al Qimam ,PLATE LOAD,09-10-25,,,,Fill,C01,RD-01,,12+100 : 12+200,R+L,28.2,3,,,APPROVED AS NOTED,DONE,13,GLOBAL LAB(1) + AMS(2),80,,,
389,Sunday,28-12-25,45043,44, Al Qimam ,PLATE LOAD,09-11-25,,,,Fill,C01,RD-01,,12+100 : 12+200,R+L,31.95,3,,,APPROVED AS NOTED,DONE,7,GLOBAL LAB,49,,,
